"","Year","Month","Treatment","Plot","parasite","prevalence_among_plants"
"1023","17","October","Control","16","Rhiz",0.0740740740740741
"1024","17","October","Control","20","Anthracnose",0.636363636363636
"1025","17","October","Control","20","CRust",0.345454545454545
"1026","17","October","Control","20","Rhiz",0.254545454545455
"1027","17","October","Control","23","Anthracnose",0.616666666666667
"1028","17","October","Control","23","CRust",0.233333333333333
"1029","17","October","Control","23","Rhiz",0.0833333333333333
"1030","17","October","Control","29","Anthracnose",0.535714285714286
"1031","17","October","Control","29","CRust",0.464285714285714
"1032","17","October","Control","29","Rhiz",0.125
"1033","17","October","Control","30","Anthracnose",0.709090909090909
"1034","17","October","Control","30","CRust",0.4
"1035","17","October","Control","30","Rhiz",0.2
"1036","17","October","Control","38","Anthracnose",0.634615384615385
"1037","17","October","Control","38","CRust",0.288461538461538
"1038","17","October","Control","38","Rhiz",0.211538461538462
"1039","17","October","Control","44","Anthracnose",0.634920634920635
"1040","17","October","Control","44","CRust",0.222222222222222
"1041","17","October","Control","44","Rhiz",0.26984126984127
"1042","17","October","Control","46","Anthracnose",0.56
"1043","17","October","Control","46","CRust",0.46
"1044","17","October","Control","46","Rhiz",0.14
"1045","17","October","Control","54","Anthracnose",0.415094339622641
"1046","17","October","Control","54","CRust",0.320754716981132
"1047","17","October","Control","54","Rhiz",0.113207547169811
"1048","17","October","Control","55","Anthracnose",0.574074074074074
"1049","17","October","Control","55","CRust",0.314814814814815
"1050","17","October","Control","55","Rhiz",0.185185185185185
"1051","17","October","Control","62","Anthracnose",0.5
"1052","17","October","Control","62","CRust",0.346153846153846
"1053","17","October","Control","62","Rhiz",0.115384615384615
"1054","17","October","Control","63","Anthracnose",0.416666666666667
"1055","17","October","Control","63","CRust",0.416666666666667
"1056","17","October","Control","63","Rhiz",0.270833333333333
"1057","17","October","CR_P","2","Anthracnose",0.649122807017544
"1058","17","October","CR_P","2","CRust",0.315789473684211
"1059","17","October","CR_P","2","Rhiz",0.12280701754386
"1060","17","October","CR_P","6","Anthracnose",0.648148148148148
"1061","17","October","CR_P","6","CRust",0.12962962962963
"1062","17","October","CR_P","6","Rhiz",0.037037037037037
"1063","17","October","CR_P","14","Anthracnose",0.540983606557377
"1064","17","October","CR_P","14","CRust",0.213114754098361
"1065","17","October","CR_P","14","Rhiz",0.0491803278688525
"1066","17","October","CR_P","15","Anthracnose",0.661290322580645
"1067","17","October","CR_P","15","CRust",0.112903225806452
"1068","17","October","CR_P","15","Rhiz",0.032258064516129
"1069","17","October","CR_P","17","Anthracnose",0.690909090909091
"1070","17","October","CR_P","17","CRust",0.272727272727273
"1071","17","October","CR_P","17","Rhiz",0.163636363636364
"1072","17","October","CR_P","18","Anthracnose",0.701754385964912
"1073","17","October","CR_P","18","CRust",0.192982456140351
"1074","17","October","CR_P","18","Rhiz",0.0175438596491228
"1075","17","October","CR_P","25","Anthracnose",0.685185185185185
"1076","17","October","CR_P","25","CRust",0.296296296296296
"1077","17","October","CR_P","25","Rhiz",0.0185185185185185
"1078","17","October","CR_P","26","Anthracnose",0.676470588235294
"1079","17","October","CR_P","26","CRust",0.382352941176471
"1080","17","October","CR_P","26","Rhiz",0.0294117647058824
"1081","17","October","CR_P","28","Anthracnose",0.681818181818182
"1082","17","October","CR_P","28","CRust",0.318181818181818
"1083","17","October","CR_P","28","Rhiz",0.166666666666667
"1084","17","October","CR_P","34","Anthracnose",0.666666666666667
"1085","17","October","CR_P","34","CRust",0.206349206349206
"1086","17","October","CR_P","34","Rhiz",0.111111111111111
"1087","17","October","CR_P","35","Anthracnose",0.616666666666667
"1088","17","October","CR_P","35","CRust",0.05
"1089","17","October","CR_P","35","Rhiz",0.116666666666667
"1090","17","October","CR_P","37","Anthracnose",0.551020408163265
"1091","17","October","CR_P","37","CRust",0.122448979591837
"1092","17","October","CR_P","37","Rhiz",0.102040816326531
"1093","17","October","CR_P","39","Anthracnose",0.547169811320755
"1094","17","October","CR_P","39","CRust",0.188679245283019
"1095","17","October","CR_P","39","Rhiz",0.113207547169811
"1096","17","October","CR_P","47","Anthracnose",0.473684210526316
"1097","17","October","CR_P","47","CRust",0.298245614035088
"1098","17","October","CR_P","47","Rhiz",0.12280701754386
"1099","17","October","CR_P","51","Anthracnose",0.490566037735849
"1100","17","October","CR_P","51","CRust",0.226415094339623
"1101","17","October","CR_P","51","Rhiz",0.0943396226415094
"1102","17","October","CR_P","61","Anthracnose",0.62962962962963
"1103","17","October","CR_P","61","CRust",0.37037037037037
"1104","17","October","CR_P","61","Rhiz",0.111111111111111
"1105","17","October","CRP","3","Anthracnose",0.383333333333333
"1106","17","October","CRP","3","CRust",0.05
"1107","17","October","CRP","3","Rhiz",0.0666666666666667
"1108","17","October","CRP","5","Anthracnose",0.482758620689655
"1109","17","October","CRP","5","CRust",0.0344827586206897
"1110","17","October","CRP","5","Rhiz",0.0344827586206897
"1111","17","October","CRP","8","Anthracnose",0.451612903225806
"1112","17","October","CRP","8","CRust",0.032258064516129
"1113","17","October","CRP","8","Rhiz",0.145161290322581
"1114","17","October","CRP","9","Anthracnose",0.482142857142857
"1115","17","October","CRP","9","CRust",0.0178571428571429
"1116","17","October","CRP","9","Rhiz",0.196428571428571
"1117","17","October","CRP","24","Anthracnose",0.377049180327869
"1118","17","October","CRP","24","CRust",0.0163934426229508
"1119","17","October","CRP","24","Rhiz",0.0819672131147541
"1120","17","October","CRP","27","Anthracnose",0.419354838709677
"1121","17","October","CRP","27","CRust",0.112903225806452
"1122","17","October","CRP","27","Rhiz",0.032258064516129
"1123","17","October","CRP","32","Anthracnose",0.307692307692308
"1124","17","October","CRP","32","CRust",0.0153846153846154
"1125","17","October","CRP","32","Rhiz",0.123076923076923
"1126","17","October","CRP","33","Anthracnose",0.375
"1127","17","October","CRP","33","CRust",0.0625
"1128","17","October","CRP","33","Rhiz",0.09375
"1129","17","October","CRP","41","Anthracnose",0.346153846153846
"1130","17","October","CRP","41","CRust",0.0961538461538461
"1131","17","October","CRP","41","Rhiz",0.0192307692307692
"1132","17","October","CRP","42","Anthracnose",0.528301886792453
"1133","17","October","CRP","42","CRust",0.0566037735849057
"1134","17","October","CRP","42","Rhiz",0.0188679245283019
"1135","17","October","CRP","45","Anthracnose",0.407407407407407
"1136","17","October","CRP","45","CRust",0.0555555555555556
"1137","17","October","CRP","45","Rhiz",0.037037037037037
"1138","17","October","CRP","48","Anthracnose",0.178571428571429
"1139","17","October","CRP","48","CRust",0
"1140","17","October","CRP","48","Rhiz",0.0357142857142857
"1141","17","October","CRP","49","Anthracnose",0.392156862745098
"1142","17","October","CRP","49","CRust",0.0784313725490196
"1143","17","October","CRP","49","Rhiz",0.0980392156862745
"1144","17","October","CRP","58","Anthracnose",0.383333333333333
"1145","17","October","CRP","58","CRust",0.233333333333333
"1146","17","October","CRP","58","Rhiz",0.0666666666666667
"1147","17","October","CRP","60","Anthracnose",0.276923076923077
"1148","17","October","CRP","60","CRust",0.0307692307692308
"1149","17","October","CRP","60","Rhiz",0.0923076923076923
"1150","17","October","CRP","64","Anthracnose",0.436363636363636
"1151","17","October","CRP","64","CRust",0.236363636363636
"1152","17","October","CRP","64","Rhiz",0.145454545454545
"1153","17","November","Always_sprayed","4","Anthracnose",0.0967741935483871
"1154","17","November","Always_sprayed","4","CRust",0
"1155","17","November","Always_sprayed","4","Rhiz",0.0161290322580645
"1156","17","November","Always_sprayed","10","Anthracnose",0.0847457627118644
"1157","17","November","Always_sprayed","10","CRust",0
"1158","17","November","Always_sprayed","10","Rhiz",0
"1159","17","November","Always_sprayed","11","Anthracnose",0
"1160","17","November","Always_sprayed","11","CRust",0
"1161","17","November","Always_sprayed","11","Rhiz",0.0169491525423729
"1162","17","November","Always_sprayed","19","Anthracnose",0.0566037735849057
"1163","17","November","Always_sprayed","19","CRust",0
"1164","17","November","Always_sprayed","19","Rhiz",0.0188679245283019
"1165","17","November","Always_sprayed","21","Anthracnose",0.0689655172413793
"1166","17","November","Always_sprayed","21","CRust",0
"1167","17","November","Always_sprayed","21","Rhiz",0.0172413793103448
"1168","17","November","Always_sprayed","22","Anthracnose",0.0819672131147541
"1169","17","November","Always_sprayed","22","CRust",0.0163934426229508
"1170","17","November","Always_sprayed","22","Rhiz",0
"1171","17","November","Always_sprayed","31","Anthracnose",0.0175438596491228
"1172","17","November","Always_sprayed","31","CRust",0
"1173","17","November","Always_sprayed","31","Rhiz",0
"1174","17","November","Always_sprayed","36","Anthracnose",0
"1175","17","November","Always_sprayed","36","CRust",0
"1176","17","November","Always_sprayed","36","Rhiz",0
"1177","17","November","Always_sprayed","40","Anthracnose",0.0625
"1178","17","November","Always_sprayed","40","CRust",0
"1179","17","November","Always_sprayed","40","Rhiz",0.015625
"1180","17","November","Always_sprayed","43","Anthracnose",0.0645161290322581
"1181","17","November","Always_sprayed","43","CRust",0
"1182","17","November","Always_sprayed","43","Rhiz",0
"1183","17","November","Always_sprayed","50","Anthracnose",0.482758620689655
"1184","17","November","Always_sprayed","50","CRust",0.0517241379310345
"1185","17","November","Always_sprayed","50","Rhiz",0.120689655172414
"1186","17","November","Always_sprayed","52","Anthracnose",0.120689655172414
"1187","17","November","Always_sprayed","52","CRust",0.0172413793103448
"1188","17","November","Always_sprayed","52","Rhiz",0.0172413793103448
"1189","17","November","Always_sprayed","53","Anthracnose",0.222222222222222
"1190","17","November","Always_sprayed","53","CRust",0
"1191","17","November","Always_sprayed","53","Rhiz",0
"1192","17","November","Always_sprayed","56","Anthracnose",0.225806451612903
"1193","17","November","Always_sprayed","56","CRust",0
"1194","17","November","Always_sprayed","56","Rhiz",0.0483870967741935
"1195","17","November","Always_sprayed","57","Anthracnose",0.218181818181818
"1196","17","November","Always_sprayed","57","CRust",0
"1197","17","November","Always_sprayed","57","Rhiz",0.0363636363636364
"1198","17","November","Always_sprayed","59","Anthracnose",0.309090909090909
"1199","17","November","Always_sprayed","59","CRust",0
"1200","17","November","Always_sprayed","59","Rhiz",0.0181818181818182
"1201","17","November","Control","1","Anthracnose",0.5
"1202","17","November","Control","1","CRust",0.189655172413793
"1203","17","November","Control","1","Rhiz",0.189655172413793
"1204","17","November","Control","7","Anthracnose",0.457627118644068
"1205","17","November","Control","7","CRust",0.338983050847458
"1206","17","November","Control","7","Rhiz",0
"1207","17","November","Control","12","Anthracnose",0.357142857142857
"1208","17","November","Control","12","CRust",0.178571428571429
"1209","17","November","Control","12","Rhiz",0.0535714285714286
"1210","17","November","Control","13","Anthracnose",0.339285714285714
"1211","17","November","Control","13","CRust",0.0892857142857143
"1212","17","November","Control","13","Rhiz",0
"1213","17","November","Control","16","Anthracnose",0.533333333333333
"1214","17","November","Control","16","CRust",0.216666666666667
"1215","17","November","Control","16","Rhiz",0.0166666666666667
"1216","17","November","Control","20","Anthracnose",0.407407407407407
"1217","17","November","Control","20","CRust",0.333333333333333
"1218","17","November","Control","20","Rhiz",0
"1219","17","November","Control","23","Anthracnose",0.377358490566038
"1220","17","November","Control","23","CRust",0.452830188679245
"1221","17","November","Control","23","Rhiz",0.0377358490566038
"1222","17","November","Control","29","Anthracnose",0.461538461538462
"1223","17","November","Control","29","CRust",0.326923076923077
"1224","17","November","Control","29","Rhiz",0
"1225","17","November","Control","30","Anthracnose",0.517857142857143
"1226","17","November","Control","30","CRust",0.214285714285714
"1227","17","November","Control","30","Rhiz",0.0535714285714286
"1228","17","November","Control","38","Anthracnose",0.454545454545455
"1229","17","November","Control","38","CRust",0.381818181818182
"1230","17","November","Control","38","Rhiz",0.0363636363636364
"1231","17","November","Control","44","Anthracnose",0.56140350877193
"1232","17","November","Control","44","CRust",0.245614035087719
"1233","17","November","Control","44","Rhiz",0.0175438596491228
"1234","17","November","Control","46","Anthracnose",0.615384615384615
"1235","17","November","Control","46","CRust",0.0769230769230769
"1236","17","November","Control","46","Rhiz",0.153846153846154
"1237","17","November","Control","54","Anthracnose",0.5
"1238","17","November","Control","54","CRust",0
"1239","17","November","Control","54","Rhiz",0.26
"1240","17","November","Control","55","Anthracnose",0.52
"1241","17","November","Control","55","CRust",0
"1242","17","November","Control","55","Rhiz",0.14
"1243","17","November","Control","62","Anthracnose",0.42
"1244","17","November","Control","62","CRust",0.08
"1245","17","November","Control","62","Rhiz",0.2
"1246","17","November","Control","63","Anthracnose",0.509803921568627
"1247","17","November","Control","63","CRust",0.0392156862745098
"1248","17","November","Control","63","Rhiz",0.196078431372549
"1249","17","November","CR_P","2","Anthracnose",0.509803921568627
"1250","17","November","CR_P","2","CRust",0.196078431372549
"1251","17","November","CR_P","2","Rhiz",0.156862745098039
"1252","17","November","CR_P","6","Anthracnose",0.357142857142857
"1253","17","November","CR_P","6","CRust",0.232142857142857
"1254","17","November","CR_P","6","Rhiz",0.0178571428571429
"1255","17","November","CR_P","14","Anthracnose",0.415094339622641
"1256","17","November","CR_P","14","CRust",0.132075471698113
"1257","17","November","CR_P","14","Rhiz",0
"1258","17","November","CR_P","15","Anthracnose",0.589285714285714
"1259","17","November","CR_P","15","CRust",0.125
"1260","17","November","CR_P","15","Rhiz",0.0892857142857143
"1261","17","November","CR_P","17","Anthracnose",0.470588235294118
"1262","17","November","CR_P","17","CRust",0.254901960784314
"1263","17","November","CR_P","17","Rhiz",0
"1264","17","November","CR_P","18","Anthracnose",0.462962962962963
"1265","17","November","CR_P","18","CRust",0.222222222222222
"1266","17","November","CR_P","18","Rhiz",0
"1267","17","November","CR_P","25","Anthracnose",0.471698113207547
"1268","17","November","CR_P","25","CRust",0.283018867924528
"1269","17","November","CR_P","25","Rhiz",0.0188679245283019
"1270","17","November","CR_P","26","Anthracnose",0.415094339622641
"1271","17","November","CR_P","26","CRust",0.169811320754717
"1272","17","November","CR_P","26","Rhiz",0
"1273","17","November","CR_P","28","Anthracnose",0.515625
"1274","17","November","CR_P","28","CRust",0.09375
"1275","17","November","CR_P","28","Rhiz",0.015625
"1276","17","November","CR_P","34","Anthracnose",0.480769230769231
"1277","17","November","CR_P","34","CRust",0.153846153846154
"1278","17","November","CR_P","34","Rhiz",0
"1279","17","November","CR_P","35","Anthracnose",0.471698113207547
"1280","17","November","CR_P","35","CRust",0.0754716981132075
"1281","17","November","CR_P","35","Rhiz",0
"1282","17","November","CR_P","37","Anthracnose",0.403846153846154
"1283","17","November","CR_P","37","CRust",0.307692307692308
"1284","17","November","CR_P","37","Rhiz",0
"1285","17","November","CR_P","39","Anthracnose",0.421052631578947
"1286","17","November","CR_P","39","CRust",0.12280701754386
"1287","17","November","CR_P","39","Rhiz",0
"1288","17","November","CR_P","47","Anthracnose",0.458333333333333
"1289","17","November","CR_P","47","CRust",0.0833333333333333
"1290","17","November","CR_P","47","Rhiz",0.1875
"1291","17","November","CR_P","51","Anthracnose",0.535714285714286
"1292","17","November","CR_P","51","CRust",0
"1293","17","November","CR_P","51","Rhiz",0.142857142857143
"1294","17","November","CR_P","61","Anthracnose",0.5
"1295","17","November","CR_P","61","CRust",0.0178571428571429
"1296","17","November","CR_P","61","Rhiz",0.196428571428571
"1297","17","November","CRP","3","Anthracnose",0.416666666666667
"1298","17","November","CRP","3","CRust",0.145833333333333
"1299","17","November","CRP","3","Rhiz",0.0833333333333333
"1300","17","November","CRP","5","Anthracnose",0.413793103448276
"1301","17","November","CRP","5","CRust",0.172413793103448
"1302","17","November","CRP","5","Rhiz",0
"1303","17","November","CRP","8","Anthracnose",0.345454545454545
"1304","17","November","CRP","8","CRust",0.0909090909090909
"1305","17","November","CRP","8","Rhiz",0.0181818181818182
"1306","17","November","CRP","9","Anthracnose",0.254237288135593
"1307","17","November","CRP","9","CRust",0.135593220338983
"1308","17","November","CRP","9","Rhiz",0.0169491525423729
"1309","17","November","CRP","24","Anthracnose",0.637931034482759
"1310","17","November","CRP","24","CRust",0.0689655172413793
"1311","17","November","CRP","24","Rhiz",0
"1312","17","November","CRP","27","Anthracnose",0.416666666666667
"1313","17","November","CRP","27","CRust",0.0333333333333333
"1314","17","November","CRP","27","Rhiz",0.0333333333333333
"1315","17","November","CRP","32","Anthracnose",0.145161290322581
"1316","17","November","CRP","32","CRust",0
"1317","17","November","CRP","32","Rhiz",0
"1318","17","November","CRP","33","Anthracnose",0.456140350877193
"1319","17","November","CRP","33","CRust",0.0175438596491228
"1320","17","November","CRP","33","Rhiz",0.0175438596491228
"1321","17","November","CRP","41","Anthracnose",0.515625
"1322","17","November","CRP","41","CRust",0.109375
"1323","17","November","CRP","41","Rhiz",0
"1324","17","November","CRP","42","Anthracnose",0.326923076923077
"1325","17","November","CRP","42","CRust",0.0769230769230769
"1326","17","November","CRP","42","Rhiz",0
"1327","17","November","CRP","45","Anthracnose",0.526315789473684
"1328","17","November","CRP","45","CRust",0
"1329","17","November","CRP","45","Rhiz",0.0175438596491228
"1330","17","November","CRP","48","Anthracnose",0.333333333333333
"1331","17","November","CRP","48","CRust",0
"1332","17","November","CRP","48","Rhiz",0
"1333","17","November","CRP","49","Anthracnose",0.517857142857143
"1334","17","November","CRP","49","CRust",0.0178571428571429
"1335","17","November","CRP","49","Rhiz",0.232142857142857
"1336","17","November","CRP","58","Anthracnose",0.444444444444444
"1337","17","November","CRP","58","CRust",0
"1338","17","November","CRP","58","Rhiz",0.111111111111111
"1339","17","November","CRP","60","Anthracnose",0.346153846153846
"1340","17","November","CRP","60","CRust",0
"1341","17","November","CRP","60","Rhiz",0.0192307692307692
"1342","17","November","CRP","64","Anthracnose",0.425925925925926
"1343","17","November","CRP","64","CRust",0.0555555555555556
"1344","17","November","CRP","64","Rhiz",0.037037037037037
"1345","18","January","Always_sprayed","4","Anthracnose",0.1
"1346","18","January","Always_sprayed","4","CRust",0
"1347","18","January","Always_sprayed","4","Rhiz",0
"1348","18","January","Always_sprayed","10","Anthracnose",0.0625
"1349","18","January","Always_sprayed","10","CRust",0
"1350","18","January","Always_sprayed","10","Rhiz",0
"1351","18","January","Always_sprayed","11","Anthracnose",0.0227272727272727
"1352","18","January","Always_sprayed","11","CRust",0
"1353","18","January","Always_sprayed","11","Rhiz",0
"1354","18","January","Always_sprayed","19","Anthracnose",0.0625
"1355","18","January","Always_sprayed","19","CRust",0
"1356","18","January","Always_sprayed","19","Rhiz",0
"1357","18","January","Always_sprayed","21","Anthracnose",0.025
"1358","18","January","Always_sprayed","21","CRust",0
"1359","18","January","Always_sprayed","21","Rhiz",0
"1360","18","January","Always_sprayed","22","Anthracnose",0.125
"1361","18","January","Always_sprayed","22","CRust",0
"1362","18","January","Always_sprayed","22","Rhiz",0
"1363","18","January","Always_sprayed","31","Anthracnose",0.0212765957446809
"1364","18","January","Always_sprayed","31","CRust",0
"1365","18","January","Always_sprayed","31","Rhiz",0
"1366","18","January","Always_sprayed","36","Anthracnose",0.0196078431372549
"1367","18","January","Always_sprayed","36","CRust",0
"1368","18","January","Always_sprayed","36","Rhiz",0
"1369","18","January","Always_sprayed","40","Anthracnose",0.0392156862745098
"1370","18","January","Always_sprayed","40","CRust",0
"1371","18","January","Always_sprayed","40","Rhiz",0
"1372","18","January","Always_sprayed","43","Anthracnose",0
"1373","18","January","Always_sprayed","43","CRust",0
"1374","18","January","Always_sprayed","43","Rhiz",0
"1375","18","January","Always_sprayed","50","Anthracnose",0.0638297872340425
"1376","18","January","Always_sprayed","50","CRust",0
"1377","18","January","Always_sprayed","50","Rhiz",0
"1378","18","January","Always_sprayed","52","Anthracnose",0.0930232558139535
"1379","18","January","Always_sprayed","52","CRust",0
"1380","18","January","Always_sprayed","52","Rhiz",0
"1381","18","January","Always_sprayed","53","Anthracnose",0.0638297872340425
"1382","18","January","Always_sprayed","53","CRust",0
"1383","18","January","Always_sprayed","53","Rhiz",0
"1384","18","January","Always_sprayed","56","Anthracnose",0.0535714285714286
"1385","18","January","Always_sprayed","56","CRust",0
"1386","18","January","Always_sprayed","56","Rhiz",0
"1387","18","January","Always_sprayed","57","Anthracnose",0.12
"1388","18","January","Always_sprayed","57","CRust",0
"1389","18","January","Always_sprayed","57","Rhiz",0
"1390","18","January","Always_sprayed","59","Anthracnose",0
"1391","18","January","Always_sprayed","59","CRust",0
"1392","18","January","Always_sprayed","59","Rhiz",0
"1393","18","January","Control","1","Anthracnose",0.387755102040816
"1394","18","January","Control","1","CRust",0
"1395","18","January","Control","1","Rhiz",0
"1396","18","January","Control","7","Anthracnose",0.5625
"1397","18","January","Control","7","CRust",0
"1398","18","January","Control","7","Rhiz",0.0208333333333333
"1399","18","January","Control","12","Anthracnose",0.361702127659574
"1400","18","January","Control","12","CRust",0
"1401","18","January","Control","12","Rhiz",0.0638297872340425
"1402","18","January","Control","13","Anthracnose",0.347826086956522
"1403","18","January","Control","13","CRust",0
"1404","18","January","Control","13","Rhiz",0
"1405","18","January","Control","16","Anthracnose",0.511111111111111
"1406","18","January","Control","16","CRust",0
"1407","18","January","Control","16","Rhiz",0.0222222222222222
"1408","18","January","Control","20","Anthracnose",0.488372093023256
"1409","18","January","Control","20","CRust",0
"1410","18","January","Control","20","Rhiz",0
"1411","18","January","Control","23","Anthracnose",0.466666666666667
"1412","18","January","Control","23","CRust",0
"1413","18","January","Control","23","Rhiz",0
"1414","18","January","Control","29","Anthracnose",0.363636363636364
"1415","18","January","Control","29","CRust",0
"1416","18","January","Control","29","Rhiz",0
"1417","18","January","Control","30","Anthracnose",0.41025641025641
"1418","18","January","Control","30","CRust",0
"1419","18","January","Control","30","Rhiz",0
"1420","18","January","Control","38","Anthracnose",0.431818181818182
"1421","18","January","Control","38","CRust",0
"1422","18","January","Control","38","Rhiz",0
"1423","18","January","Control","44","Anthracnose",0.541666666666667
"1424","18","January","Control","44","CRust",0
"1425","18","January","Control","44","Rhiz",0
"1426","18","January","Control","46","Anthracnose",0.525
"1427","18","January","Control","46","CRust",0
"1428","18","January","Control","46","Rhiz",0
"1429","18","January","Control","54","Anthracnose",0.536585365853659
"1430","18","January","Control","54","CRust",0
"1431","18","January","Control","54","Rhiz",0
"1432","18","January","Control","55","Anthracnose",0.527777777777778
"1433","18","January","Control","55","CRust",0
"1434","18","January","Control","55","Rhiz",0
"1435","18","January","Control","62","Anthracnose",0.44
"1436","18","January","Control","62","CRust",0
"1437","18","January","Control","62","Rhiz",0
"1438","18","January","Control","63","Anthracnose",0.476190476190476
"1439","18","January","Control","63","CRust",0
"1440","18","January","Control","63","Rhiz",0
"1441","18","January","CR_P","2","Anthracnose",0.617021276595745
"1442","18","January","CR_P","2","CRust",0
"1443","18","January","CR_P","2","Rhiz",0
"1444","18","January","CR_P","6","Anthracnose",0.416666666666667
"1445","18","January","CR_P","6","CRust",0
"1446","18","January","CR_P","6","Rhiz",0.145833333333333
"1447","18","January","CR_P","14","Anthracnose",0.456521739130435
"1448","18","January","CR_P","14","CRust",0
"1449","18","January","CR_P","14","Rhiz",0.0652173913043478
"1450","18","January","CR_P","15","Anthracnose",0.333333333333333
"1451","18","January","CR_P","15","CRust",0
"1452","18","January","CR_P","15","Rhiz",0.0588235294117647
"1453","18","January","CR_P","17","Anthracnose",0.452380952380952
"1454","18","January","CR_P","17","CRust",0
"1455","18","January","CR_P","17","Rhiz",0
"1456","18","January","CR_P","18","Anthracnose",0.276595744680851
"1457","18","January","CR_P","18","CRust",0
"1458","18","January","CR_P","18","Rhiz",0
"1459","18","January","CR_P","25","Anthracnose",0.627906976744186
"1460","18","January","CR_P","25","CRust",0
"1461","18","January","CR_P","25","Rhiz",0
"1462","18","January","CR_P","26","Anthracnose",0.325
"1463","18","January","CR_P","26","CRust",0
"1464","18","January","CR_P","26","Rhiz",0
"1465","18","January","CR_P","28","Anthracnose",0.384615384615385
"1466","18","January","CR_P","28","CRust",0
"1467","18","January","CR_P","28","Rhiz",0.0192307692307692
"1468","18","January","CR_P","34","Anthracnose",0.272727272727273
"1469","18","January","CR_P","34","CRust",0
"1470","18","January","CR_P","34","Rhiz",0
"1471","18","January","CR_P","35","Anthracnose",0.217391304347826
"1472","18","January","CR_P","35","CRust",0
"1473","18","January","CR_P","35","Rhiz",0
"1474","18","January","CR_P","37","Anthracnose",0.463414634146341
"1475","18","January","CR_P","37","CRust",0
"1476","18","January","CR_P","37","Rhiz",0
"1477","18","January","CR_P","39","Anthracnose",0.5
"1478","18","January","CR_P","39","CRust",0
"1479","18","January","CR_P","39","Rhiz",0
"1480","18","January","CR_P","47","Anthracnose",0.44
"1481","18","January","CR_P","47","CRust",0
"1482","18","January","CR_P","47","Rhiz",0
"1483","18","January","CR_P","51","Anthracnose",0.452380952380952
"1484","18","January","CR_P","51","CRust",0
"1485","18","January","CR_P","51","Rhiz",0
"1486","18","January","CR_P","61","Anthracnose",0.571428571428571
"1487","18","January","CR_P","61","CRust",0
"1488","18","January","CR_P","61","Rhiz",0.0238095238095238
"1489","18","January","CRP","3","Anthracnose",0.466666666666667
"1490","18","January","CRP","3","CRust",0
"1491","18","January","CRP","3","Rhiz",0
"1492","18","January","CRP","5","Anthracnose",0.326530612244898
"1493","18","January","CRP","5","CRust",0
"1494","18","January","CRP","5","Rhiz",0
"1495","18","January","CRP","8","Anthracnose",0.612244897959184
"1496","18","January","CRP","8","CRust",0
"1497","18","January","CRP","8","Rhiz",0.0612244897959184
"1498","18","January","CRP","9","Anthracnose",0.217391304347826
"1499","18","January","CRP","9","CRust",0
"1500","18","January","CRP","9","Rhiz",0
"1501","18","January","CRP","24","Anthracnose",0.523809523809524
"1502","18","January","CRP","24","CRust",0
"1503","18","January","CRP","24","Rhiz",0
"1504","18","January","CRP","27","Anthracnose",0.24
"1505","18","January","CRP","27","CRust",0
"1506","18","January","CRP","27","Rhiz",0
"1507","18","January","CRP","32","Anthracnose",0.425925925925926
"1508","18","January","CRP","32","CRust",0
"1509","18","January","CRP","32","Rhiz",0
"1510","18","January","CRP","33","Anthracnose",0.444444444444444
"1511","18","January","CRP","33","CRust",0
"1512","18","January","CRP","33","Rhiz",0
"1513","18","January","CRP","41","Anthracnose",0.361702127659574
"1514","18","January","CRP","41","CRust",0
"1515","18","January","CRP","41","Rhiz",0
"1516","18","January","CRP","42","Anthracnose",0.351351351351351
"1517","18","January","CRP","42","CRust",0
"1518","18","January","CRP","42","Rhiz",0
"1519","18","January","CRP","45","Anthracnose",0.511627906976744
"1520","18","January","CRP","45","CRust",0
"1521","18","January","CRP","45","Rhiz",0
"1522","18","January","CRP","48","Anthracnose",0.395348837209302
"1523","18","January","CRP","48","CRust",0
"1524","18","January","CRP","48","Rhiz",0
"1525","18","January","CRP","49","Anthracnose",0.4
"1526","18","January","CRP","49","CRust",0
"1527","18","January","CRP","49","Rhiz",0
"1528","18","January","CRP","58","Anthracnose",0.27906976744186
"1529","18","January","CRP","58","CRust",0
"1530","18","January","CRP","58","Rhiz",0
"1531","18","January","CRP","60","Anthracnose",0.276595744680851
"1532","18","January","CRP","60","CRust",0
"1533","18","January","CRP","60","Rhiz",0
"1534","18","January","CRP","64","Anthracnose",0.4
"1535","18","January","CRP","64","CRust",0
"1536","18","January","CRP","64","Rhiz",0
"1537","18","February","Always_sprayed","4","Anthracnose",0.117647058823529
"1538","18","February","Always_sprayed","4","CRust",0
"1539","18","February","Always_sprayed","4","Rhiz",0
"1540","18","February","Always_sprayed","10","Anthracnose",0.114754098360656
"1541","18","February","Always_sprayed","10","CRust",0
"1542","18","February","Always_sprayed","10","Rhiz",0
"1543","18","February","Always_sprayed","11","Anthracnose",0.285714285714286
"1544","18","February","Always_sprayed","11","CRust",0
"1545","18","February","Always_sprayed","11","Rhiz",0
"1546","18","February","Always_sprayed","19","Anthracnose",0.0819672131147541
"1547","18","February","Always_sprayed","19","CRust",0
"1548","18","February","Always_sprayed","19","Rhiz",0
"1549","18","February","Always_sprayed","21","Anthracnose",0.0181818181818182
"1550","18","February","Always_sprayed","21","CRust",0
"1551","18","February","Always_sprayed","21","Rhiz",0
